PEP_ID;BBCH;YEAR;DAY
6934;11;2000;100
6921;60;2000;101
6934;60;2000;101
6880;11;2000;103
6950;60;2000;103
6921;65;2000;103
6950;65;2000;103
6892;11;2000;104
6876;60;2000;104
6878;11;2000;105
6884;11;2000;106
6886;11;2000;106
6912;11;2000;106
6950;11;2000;106
6880;60;2000;106
6892;60;2000;106
6932;60;2000;106
6934;65;2000;106
6878;60;2000;107
6886;60;2000;107
6922;60;2000;107
6877;60;2000;108
6890;60;2000;108
6938;60;2000;108
6876;65;2000;108
6878;65;2000;108
6876;11;2000;109
6894;11;2000;109
6929;11;2000;109
6936;11;2000;109
6879;60;2000;109
6885;60;2000;109
6893;60;2000;109
6895;60;2000;109
6935;60;2000;109
6886;65;2000;109
6922;65;2000;109
6882;11;2000;110
6893;11;2000;110
6897;11;2000;110
6888;60;2000;110
6889;60;2000;110
6880;65;2000;110
6890;65;2000;110
6879;11;2000;111
6888;11;2000;111
6890;11;2000;111
6900;11;2000;111
6931;11;2000;111
6945;11;2000;111
6882;60;2000;111
6884;60;2000;111
6891;60;2000;111
6897;60;2000;111
6912;60;2000;111
6926;60;2000;111
6929;60;2000;111
6931;60;2000;111
6936;60;2000;111
6943;60;2000;111
6879;65;2000;111
6893;65;2000;111
6895;65;2000;111
6885;11;2000;112
6925;11;2000;112
6887;60;2000;112
6900;60;2000;112
6901;60;2000;112
6902;60;2000;112
6923;60;2000;112
6924;60;2000;112
6925;60;2000;112
6885;65;2000;112
6889;65;2000;112
6929;65;2000;112
6936;65;2000;112
6876;69;2000;112
6922;69;2000;112
6887;11;2000;113
6895;11;2000;113
6899;11;2000;113
6904;11;2000;113
6916;11;2000;113
6919;11;2000;113
6894;60;2000;113
6903;60;2000;113
6904;60;2000;113
6928;60;2000;113
6877;65;2000;113
6882;65;2000;113
6887;65;2000;113
6888;65;2000;113
6892;65;2000;113
6900;65;2000;113
6926;65;2000;113
6931;65;2000;113
6932;65;2000;113
6938;65;2000;113
6903;69;2000;113
6950;69;2000;113
6889;11;2000;114
6898;11;2000;114
6905;11;2000;114
6940;11;2000;114
6898;60;2000;114
6899;60;2000;114
6945;60;2000;114
7026;60;2000;114
6904;65;2000;114
6920;65;2000;114
6924;65;2000;114
6925;65;2000;114
6943;65;2000;114
6882;69;2000;114
6890;69;2000;114
6921;69;2000;114
6922;11;2000;115
6923;11;2000;115
6928;11;2000;115
6938;11;2000;115
6905;60;2000;115
6906;60;2000;115
6910;60;2000;115
6947;60;2000;115
6891;65;2000;115
6894;65;2000;115
6912;65;2000;115
6935;65;2000;115
6945;65;2000;115
7026;65;2000;115
6886;69;2000;115
6910;11;2000;116
6926;11;2000;116
6932;11;2000;116
6942;11;2000;116
6944;11;2000;116
6946;11;2000;116
6933;60;2000;116
