PEP_ID;BBCH;YEAR;DAY
6699;87;1944;208
6677;87;1946;169
19623;87;1946;169
20136;87;1946;174
19835;87;1946;176
19682;87;1946;177
6616;87;1946;180
19706;87;1946;181
19987;87;1946;181
20046;87;1946;181
19589;87;1946;182
19691;87;1946;182
20165;87;1946;182
6582;87;1946;183
6449;87;1946;184
19671;87;1946;184
19872;87;1946;184
19996;87;1946;184
7015;87;1946;185
19665;87;1946;185
6613;87;1946;186
19574;87;1946;186
6674;87;1946;187
19715;87;1946;187
20077;87;1946;187
20135;87;1946;187
19978;87;1946;188
19994;87;1946;188
19718;87;1946;191
19983;87;1946;192
19577;87;1946;195
6592;87;1946;196
19585;87;1946;196
19798;87;1946;196
20053;87;1946;196
19564;87;1946;197
19619;87;1946;199
19657;87;1946;199
19688;87;1946;201
19868;87;1946;201
19604;87;1946;202
19982;87;1946;202
20138;87;1946;203
19851;87;1946;206
20025;87;1946;206
20055;87;1946;206
19745;87;1946;208
6636;87;1946;209
19654;87;1946;209
19861;87;1946;209
20009;87;1946;209
20103;87;1946;209
6680;87;1946;210
19801;87;1946;210
19826;87;1946;210
20064;87;1946;212
6710;87;1946;213
19552;87;1946;213
19664;87;1946;213
19953;87;1946;213
20000;87;1946;213
19834;87;1946;214
6516;87;1946;215
19830;87;1946;215
19965;87;1946;215
20005;87;1946;215
20092;87;1946;215
19640;87;1946;216
19652;87;1946;217
20039;87;1946;217
20112;87;1946;217
19767;87;1946;218
19877;87;1946;220
20067;87;1946;220
19963;87;1946;222
19559;87;1946;223
19751;87;1946;223
19886;87;1946;223
6668;87;1946;226
19578;87;1946;227
19740;87;1946;227
19875;87;1946;227
19931;87;1946;227
20033;87;1946;227
20116;87;1946;227
6460;87;1946;230
19629;87;1946;230
19788;87;1946;232
19882;87;1946;232
20127;87;1946;232
19802;87;1946;235
6543;87;1946;236
19672;87;1946;237
20113;87;1946;237
6682;87;1946;238
19565;87;1946;238
19809;87;1946;238
20054;87;1946;238
20153;87;1946;238
19628;87;1946;239
20016;87;1946;239
19744;87;1946;240
6533;87;1946;242
19890;87;1946;242
20149;87;1946;243
6593;87;1946;244
20098;87;1946;252
20008;87;1946;259
6601;87;1946;263
6610;87;1946;338
6677;87;1947;171
20077;87;1947;176
19987;87;1947;180
6489;87;1947;181
20039;87;1947;181
19889;87;1947;182
19973;87;1947;182
20050;87;1947;183
6613;87;1947;186
19993;87;1947;187
20136;87;1947;187
19559;87;1947;188
20143;87;1947;189
6582;87;1947;190
7013;87;1947;191
20110;87;1947;192
19557;87;1947;193
19893;87;1947;193
6449;87;1947;194
8025;87;1947;194
20071;87;1947;194
19715;87;1947;195
19574;87;1947;196
19884;87;1947;196
20091;87;1947;196
19640;87;1947;199
6470;87;1947;201
6590;87;1947;201
6668;87;1947;201
19577;87;1947;201
19604;87;1947;201
20046;87;1947;201
20081;87;1947;201
19613;87;1947;203
19688;87;1947;205
19878;87;1947;206
6610;87;1947;207
19771;87;1947;207
19983;87;1947;207
6636;87;1947;209
6710;87;1947;210
6680;87;1947;211
19820;87;1947;212
20153;87;1947;213
19607;87;1947;214
19970;87;1947;214
