PEP_ID;BBCH;YEAR;DAY
20254;87;1946;253
20284;87;1948;235
20269;87;1948;259
20280;87;1949;217
20257;87;1949;258
20185;87;1949;258
20274;87;1949;258
20254;87;1949;259
20184;87;1949;267
6553;87;1949;268
20185;87;1950;222
6521;87;1950;237
6553;87;1950;244
20274;87;1950;247
20252;87;1950;258
20197;87;1950;267
20197;87;1951;242
20203;87;1951;244
6635;87;1951;253
20183;87;1951;258
20274;87;1951;260
20198;87;1951;263
20259;87;1951;268
20252;87;1951;273
20285;87;1952;205
20284;87;1952;223
6603;87;1952;247
20267;87;1952;252
20274;87;1952;253
20277;87;1952;258
20258;87;1952;259
20186;87;1952;259
20244;87;1952;264
20252;87;1952;269
20198;87;1952;278
20175;87;1952;283
20271;87;1953;228
20281;87;1953;247
20186;87;1953;253
20274;87;1953;258
20198;87;1953;263
6635;87;1953;263
20273;87;1953;263
20174;87;1954;247
20203;87;1954;248
20258;87;1954;261
20197;87;1954;263
20198;87;1954;269
6603;87;1955;244
20174;87;1955;251
20243;87;1955;258
6603;87;1956;230
20197;87;1956;233
20203;87;1956;246
20274;87;1957;260
6635;87;1958;240
20274;87;1958;248
20195;87;1958;253
20198;87;1958;261
20245;87;1959;232
6603;87;1959;258
20274;87;1959;262
20248;87;1960;253
6711;87;1960;254
6448;87;1960;254
20198;87;1960;262
20274;87;1960;264
6603;87;1960;265
19582;87;1960;272
20173;87;1961;232
6513;87;1961;234
6635;87;1961;248
20283;87;1961;253
20274;87;1961;257
20248;87;1961;257
20249;87;1961;263
19582;87;1961;263
20173;87;1962;248
6513;87;1962;253
20274;87;1962;269
20279;87;1962;273
20198;87;1962;276
19583;87;1963;239
20174;87;1963;263
20279;87;1963;273
6603;87;1964;218
20279;87;1964;254
20274;87;1964;263
20174;87;1965;246
20202;87;1965;258
20279;87;1965;268
20274;87;1965;269
20279;87;1966;248
6705;87;1966;253
20274;87;1966;256
20198;87;1966;276
6705;87;1967;240
20276;87;1967;258
20264;87;1967;263
20174;87;1967;268
20274;87;1967;269
20279;87;1968;238
20276;87;1968;254
20261;87;1968;271
20174;87;1968;278
19583;87;1969;220
6463;87;1969;232
20279;87;1969;239
6705;87;1969;253
20263;87;1969;263
6705;87;1970;249
6463;87;1970;255
20279;87;1970;258
20195;87;1970;259
6705;87;1971;224
6463;87;1971;230
6603;87;1971;263
20261;87;1971;263
20191;87;1971;263
6603;87;1972;259
20279;87;1972;262
6463;87;1972;266
20274;87;1973;225
6705;87;1973;234
6603;87;1973;247
6452;87;1973;253
6603;87;1974;244
19546;87;1974;249
19546;87;1975;251
6603;87;1975;261
20264;87;1975;268
19546;87;1976;245
6603;87;1976;246
20204;87;1976;259
20264;87;1976;264
20279;87;1977;255
20172;87;1977;268
6603;87;1977;268
20274;87;1978;236
20276;87;1979;268
20204;87;1979;273
20254;87;1980;245
6635;87;1981;253
20188;87;1981;258
19583;87;1982;227
20172;87;1982;242
6603;87;1982;251
6635;87;1983;283
20172;87;1984;275
6526;87;1985;245
20172;87;1985;258
6635;87;1985;277
19344;7;2012;75
20222;7;2012;87
19423;7;2012;94
19344;60;2012;101
19344;69;2012;120
19423;60;2012;123
19423;69;2012;137
19344;87;2012;255
19423;87;2012;263
19423;94;2012;304
19423;95;2012;332
20292;7;2013;105
20292;60;2013;116
19344;60;2013;122
19462;60;2013;125
20292;69;2013;125
19344;69;2013;130
20292;87;2013;217
19344;87;2013;260
19344;94;2013;274
19344;95;2013;288
20292;94;2013;298
20292;95;2013;309
