PEP_ID;BBCH;YEAR;DAY
5338;87;1951;140
5177;87;1951;183
4697;87;1951;191
1949;87;1951;193
6180;87;1951;206
3072;87;1951;210
4555;87;1951;213
6166;87;1951;216
5729;87;1951;218
2867;87;1951;221
3293;87;1951;222
3729;87;1951;222
4558;87;1951;222
6011;87;1951;222
6062;87;1951;222
5617;87;1951;223
6389;87;1951;223
3105;87;1951;223
4702;87;1951;224
919;87;1951;227
2197;87;1951;227
2882;87;1951;227
4741;87;1951;227
5024;87;1951;227
5802;87;1951;227
5113;87;1951;228
6029;87;1951;228
6108;87;1951;228
6092;87;1951;229
5248;87;1951;230
5543;87;1951;230
5214;87;1951;232
5242;87;1951;232
5438;87;1951;232
5815;87;1951;232
242;87;1951;232
736;87;1951;232
2128;87;1951;232
2999;87;1951;232
3019;87;1951;232
3056;87;1951;232
3598;87;1951;232
642;87;1951;233
759;87;1951;233
6152;87;1951;233
6201;87;1951;233
3063;87;1951;234
4740;87;1951;234
729;87;1951;235
722;87;1951;236
2184;87;1951;236
2571;87;1951;236
2982;87;1951;236
3118;87;1951;236
3584;87;1951;236
5616;87;1951;236
6079;87;1951;236
5249;87;1951;237
5380;87;1951;237
5464;87;1951;237
5657;87;1951;237
2330;87;1951;237
2724;87;1951;237
2800;87;1951;237
3059;87;1951;237
4433;87;1951;237
1924;87;1951;238
2053;87;1951;238
3101;87;1951;238
3496;87;1951;238
4838;87;1951;238
5328;87;1951;238
5435;87;1951;238
5528;87;1951;238
5609;87;1951;238
5963;87;1951;238
5037;87;1951;239
6028;87;1951;239
2312;87;1951;239
3155;87;1951;239
3262;87;1951;239
738;87;1951;240
1533;87;1951;240
1999;87;1951;240
2129;87;1951;240
2313;87;1951;240
2930;87;1951;240
3153;87;1951;240
4207;87;1951;240
4395;87;1951;240
4726;87;1951;240
5524;87;1951;240
5548;87;1951;240
5756;87;1951;240
6094;87;1951;240
5109;87;1951;241
5157;87;1951;241
5402;87;1951;241
5584;87;1951;241
5636;87;1951;241
6387;87;1951;241
1942;87;1951;241
2202;87;1951;241
2794;87;1951;241
2940;87;1951;241
3015;87;1951;241
4808;87;1951;241
4809;87;1951;241
4983;87;1951;241
648;87;1951;242
744;87;1951;242
1166;87;1951;242
2147;87;1951;242
2394;87;1951;242
3085;87;1951;242
3126;87;1951;242
3231;87;1951;242
3520;87;1951;242
3827;87;1951;242
4289;87;1951;242
4437;87;1951;242
4591;87;1951;242
4818;87;1951;242
5422;87;1951;242
5427;87;1951;242
5906;87;1951;242
5907;87;1951;242
5926;87;1951;242
6306;87;1951;242
6358;87;1951;242
6371;87;1951;242
5321;87;1951;243
6038;87;1951;243
6071;87;1951;243
2729;87;1951;243
3097;87;1951;243
35;87;1951;244
2220;87;1951;244
2269;87;1951;244
2650;87;1951;244
3093;87;1951;244
3147;87;1951;244
3167;87;1951;244
3913;87;1951;244
5920;87;1951;244
5258;87;1951;245
5414;87;1951;245
5433;87;1951;245
5597;87;1951;245
6437;87;1951;245
327;87;1951;245
760;87;1951;245
964;87;1951;245
1197;87;1951;245
1898;87;1951;245
1978;87;1951;245
2097;87;1951;245
2134;87;1951;245
2169;87;1951;245
2997;87;1951;245
3088;87;1951;245
3561;87;1951;245
3726;87;1951;245
4147;87;1951;245
4365;87;1951;245
4559;87;1951;245
4715;87;1951;245
4804;87;1951;245
5026;87;1951;245
2010;87;1951;246
2062;87;1951;246
2133;87;1951;246
2153;87;1951;246
3010;87;1951;246
3041;87;1951;246
3122;87;1951;246
4549;87;1951;246
4753;87;1951;246
5795;87;1951;246
6239;87;1951;246
5467;87;1951;247
5775;87;1951;247
244;87;1951;247
2962;87;1951;247
2964;87;1951;247
3061;87;1951;247
3674;87;1951;247
3744;87;1951;247
569;87;1951;248
951;87;1951;248
1318;87;1951;248
1539;87;1951;248
1908;87;1951;248
1923;87;1951;248
1944;87;1951;248
2354;87;1951;248
2392;87;1951;248
2647;87;1951;248
2928;87;1951;248
3030;87;1951;248
3057;87;1951;248
3086;87;1951;248
3096;87;1951;248
3257;87;1951;248
3900;87;1951;248
3952;87;1951;248
