PEP_ID;BBCH;YEAR;DAY
4994;87;1951;127
6333;87;1951;133
6112;87;1951;171
4983;87;1951;176
3496;87;1951;180
3033;87;1951;181
4416;87;1951;185
2794;87;1951;188
5804;87;1951;188
1921;87;1951;189
2294;87;1951;189
1924;87;1951;191
3001;87;1951;191
3063;87;1951;191
3147;87;1951;191
3729;87;1951;191
4247;87;1951;191
2385;87;1951;195
5126;87;1951;195
3064;87;1951;196
4257;87;1951;197
4206;87;1951;198
6166;87;1951;198
1936;87;1951;199
4289;87;1951;200
2071;87;1951;201
2729;87;1951;201
3101;87;1951;201
3597;87;1951;201
3754;87;1951;201
3791;87;1951;201
4323;87;1951;201
4693;87;1951;201
5729;87;1951;201
6336;87;1951;201
2509;87;1951;202
3096;87;1951;202
2650;87;1951;203
3792;87;1951;203
4397;87;1951;203
2296;87;1951;204
984;87;1951;205
1072;87;1951;205
3140;87;1951;205
4364;87;1951;205
5661;87;1951;205
739;87;1951;206
2068;87;1951;206
2374;87;1951;206
2499;87;1951;206
2921;87;1951;206
3293;87;1951;206
3693;87;1951;206
3888;87;1951;206
2092;87;1951;207
2939;87;1951;207
3085;87;1951;207
3112;87;1951;207
3141;87;1951;207
5375;87;1951;207
6248;87;1951;207
3137;87;1951;208
4037;87;1951;208
6065;87;1951;208
2393;87;1951;209
3195;87;1951;209
4345;87;1951;209
6024;87;1951;209
1949;87;1951;210
3632;87;1951;210
4158;87;1951;210
958;87;1951;211
2959;87;1951;211
3031;87;1951;211
3635;87;1951;211
4344;87;1951;211
5249;87;1951;211
4272;87;1951;212
1166;87;1951;213
2189;87;1951;213
2356;87;1951;213
2656;87;1951;213
2800;87;1951;213
3013;87;1951;213
3102;87;1951;213
3510;87;1951;213
3709;87;1951;213
3744;87;1951;213
4260;87;1951;213
4306;87;1951;213
4465;87;1951;213
5514;87;1951;213
6041;87;1951;213
1898;87;1951;214
2302;87;1951;214
2312;87;1951;214
3628;87;1951;214
3845;87;1951;214
4012;87;1951;214
4016;87;1951;214
4019;87;1951;214
4058;87;1951;214
5597;87;1951;214
5621;87;1951;214
1954;87;1951;215
1990;87;1951;215
2197;87;1951;215
2310;87;1951;215
2822;87;1951;215
3143;87;1951;215
3559;87;1951;215
3669;87;1951;215
3737;87;1951;215
3992;87;1951;215
4384;87;1951;215
5617;87;1951;215
6208;87;1951;215
1692;87;1951;216
1917;87;1951;216
2615;87;1951;216
3061;87;1951;216
3209;87;1951;216
3777;87;1951;216
4007;87;1951;216
4472;87;1951;216
4715;87;1951;216
5543;87;1951;216
5740;87;1951;216
2080;87;1951;217
2285;87;1951;217
2372;87;1951;217
2887;87;1951;217
3126;87;1951;217
3717;87;1951;217
4067;87;1951;217
4146;87;1951;217
4178;87;1951;217
4288;87;1951;217
4596;87;1951;217
5960;87;1951;217
1713;87;1951;218
1952;87;1951;218
2086;87;1951;218
2129;87;1951;218
3041;87;1951;218
3107;87;1951;218
3847;87;1951;218
4017;87;1951;218
4256;87;1951;218
4349;87;1951;218
4479;87;1951;218
4716;87;1951;218
6079;87;1951;218
3179;87;1951;219
3589;87;1951;219
4163;87;1951;219
5044;87;1951;219
5371;87;1951;219
5888;87;1951;219
6237;87;1951;219
6349;87;1951;220
6440;87;1951;220
76;87;1951;220
512;87;1951;220
562;87;1951;220
642;87;1951;220
1943;87;1951;220
2133;87;1951;220
2299;87;1951;220
2370;87;1951;220
2647;87;1951;220
3079;87;1951;220
3088;87;1951;220
3145;87;1951;220
3636;87;1951;220
4403;87;1951;220
4500;87;1951;220
4505;87;1951;220
5665;87;1951;220
6016;87;1951;220
6021;87;1951;220
72;87;1951;221
506;87;1951;221
2328;87;1951;221
2354;87;1951;221
2355;87;1951;221
2969;87;1951;221
3105;87;1951;221
4239;87;1951;221
4975;87;1951;221
5278;87;1951;221
5414;87;1951;221
6362;87;1951;221
6358;87;1951;222
6407;87;1951;222
6444;87;1951;222
127;87;1951;222
173;87;1951;222
723;87;1951;222
790;87;1951;222
1230;87;1951;222
1240;87;1951;222
1928;87;1951;222
1942;87;1951;222
2101;87;1951;222
2224;87;1951;222
2289;87;1951;222
2724;87;1951;222
2728;87;1951;222
3019;87;1951;222
3024;87;1951;222
3310;87;1951;222
3508;87;1951;222
3533;87;1951;222
3547;87;1951;222
3579;87;1951;222
3654;87;1951;222
